NO_OF_FRAMES	3000
NO_OF_CAMERAS	8
NO_OF_BODIES	1
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-06-28, 17:16:30.991	1829317.80032220
DATA_INCLUDED	6D
BODY_NAMES	Drone
BODY_FILTERS	No filter
TRANSLATION_ORIGIN	Global	
ROTATION_ORIGIN	Global	
Frame	Time	Drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
133	1.32000	-2.88038	-2.79116	13.75013	-178.71860	1.31910	-86.40369	0.50323	0.06271	0.99775	0.02376	0.99777	-0.06322	0.02157	0.02302	0.02236	-0.99948	
134	1.33000	-2.86518	-2.76687	13.66507	-178.82007	1.22026	-86.41695	0.40417	0.06248	0.99781	0.02188	0.99782	-0.06292	0.01996	0.02130	0.02059	-0.99956	
135	1.34000	-2.85145	-2.75911	13.54951	-178.89349	1.18321	-86.42982	0.39227	0.06226	0.99785	0.02056	0.99785	-0.06266	0.01940	0.02065	0.01931	-0.99960	
136	1.35000	-2.83952	-2.80588	13.61929	-178.84366	1.23998	-86.39275	0.44804	0.06290	0.99779	0.02150	0.99779	-0.06334	0.02032	0.02164	0.02018	-0.99956	
137	1.36000	-2.88597	-2.79290	13.71989	-178.76862	1.27405	-86.40174	0.49665	0.06274	0.99777	0.02284	0.99778	-0.06322	0.02084	0.02223	0.02148	-0.99952	
138	1.37000	-2.83935	-2.83758	13.72254	-178.77670	1.24912	-86.39368	0.45265	0.06289	0.99776	0.02268	0.99778	-0.06335	0.02041	0.02180	0.02134	-0.99953	
139	1.38000	-2.86657	-2.76133	13.58402	-178.87685	1.22316	-86.44878	0.38972	0.06193	0.99786	0.02089	0.99785	-0.06235	0.02009	0.02135	0.01960	-0.99958	
140	1.39000	-2.84050	-2.78868	13.63928	-178.83212	1.25446	-86.40337	0.45384	0.06272	0.99780	0.02171	0.99779	-0.06316	0.02057	0.02189	0.02038	-0.99955	
141	1.40000	-2.87260	-2.80062	13.69711	-178.76280	1.28464	-86.39089	0.46892	0.06293	0.99775	0.02296	0.99777	-0.06342	0.02101	0.02242	0.02159	-0.99952	
142	1.41000	-2.85833	-2.78949	13.70724	-178.75594	1.29804	-86.38136	0.47394	0.06310	0.99774	0.02310	0.99775	-0.06359	0.02123	0.02265	0.02171	-0.99951	
143	1.42000	-2.87610	-2.76499	13.59172	-178.87796	1.20410	-86.44134	0.40600	0.06206	0.99785	0.02085	0.99785	-0.06247	0.01975	0.02101	0.01958	-0.99959	
144	1.43000	-2.85820	-2.79124	13.59541	-178.84723	1.24622	-86.39293	0.45534	0.06290	0.99779	0.02145	0.99778	-0.06334	0.02044	0.02175	0.02011	-0.99956	
145	1.44000	-2.88790	-2.79718	13.72562	-178.75653	1.25870	-86.40037	0.48180	0.06277	0.99776	0.02304	0.99779	-0.06325	0.02056	0.02197	0.02170	-0.99952	
146	1.45000	-2.86748	-2.79917	13.72305	-178.74062	1.29665	-86.39404	0.48267	0.06288	0.99775	0.02336	0.99776	-0.06338	0.02120	0.02263	0.02197	-0.99950	
147	1.46000	-2.84631	-2.80402	13.62241	-178.86122	1.24376	-86.41261	0.46157	0.06256	0.99782	0.02119	0.99781	-0.06299	0.02042	0.02171	0.01987	-0.99957	
148	1.47000	-2.83477	-2.80406	13.60009	-178.84319	1.24632	-86.38504	0.43272	0.06304	0.99778	0.02152	0.99777	-0.06348	0.02043	0.02175	0.02018	-0.99956	
149	1.48000	-2.85654	-2.79946	13.69315	-178.79875	1.28431	-86.37305	0.47558	0.06324	0.99775	0.02234	0.99775	-0.06371	0.02104	0.02241	0.02096	-0.99953	
150	1.49000	-2.89311	-2.80166	13.74268	-178.72910	1.33081	-86.39060	0.49361	0.06294	0.99774	0.02360	0.99775	-0.06345	0.02178	0.02322	0.02217	-0.99948	
151	1.50000	-2.88342	-2.77347	13.62785	-178.85201	1.24035	-86.45094	0.41779	0.06189	0.99785	0.02134	0.99785	-0.06232	0.02036	0.02165	0.02003	-0.99957	
152	1.51000	-2.84705	-2.81044	13.58798	-178.86734	1.23041	-86.40880	0.44584	0.06262	0.99781	0.02107	0.99781	-0.06305	0.02019	0.02147	0.01976	-0.99957	
153	1.52000	-2.85545	-2.79815	13.69155	-178.79250	1.27031	-86.37438	0.46859	0.06322	0.99775	0.02243	0.99775	-0.06369	0.02079	0.02217	0.02107	-0.99953	
154	1.53000	-2.87954	-2.81748	13.74712	-178.76424	1.29155	-86.39730	0.49375	0.06282	0.99776	0.02294	0.99777	-0.06331	0.02113	0.02254	0.02156	-0.99951	
155	1.54000	-2.86076	-2.80296	13.65245	-178.80832	1.29110	-86.39032	0.45060	0.06294	0.99777	0.02217	0.99776	-0.06341	0.02117	0.02253	0.02079	-0.99953	
156	1.55000	-2.85908	-2.77786	13.56687	-178.89317	1.19587	-86.44572	0.38189	0.06198	0.99787	0.02057	0.99786	-0.06238	0.01963	0.02087	0.01931	-0.99960	
157	1.56000	-2.86491	-2.77065	13.63873	-178.83891	1.21650	-86.41026	0.40370	0.06260	0.99781	0.02155	0.99781	-0.06303	0.01992	0.02123	0.02026	-0.99957	
158	1.57000	-2.86601	-2.80995	13.76919	-178.79031	1.32297	-86.38111	0.48895	0.06310	0.99775	0.02253	0.99774	-0.06359	0.02170	0.02309	0.02111	-0.99951	
159	1.58000	-2.85171	-2.79378	13.68907	-178.80501	1.30034	-86.39302	0.47360	0.06290	0.99777	0.02224	0.99776	-0.06337	0.02133	0.02269	0.02085	-0.99953	
160	1.59000	-2.84546	-2.79287	13.57237	-178.86543	1.22734	-86.40406	0.43051	0.06271	0.99781	0.02110	0.99780	-0.06313	0.02013	0.02142	0.01980	-0.99957	
161	1.60000	-2.85401	-2.78170	13.63470	-178.80693	1.25950	-86.39635	0.44807	0.06284	0.99778	0.02216	0.99778	-0.06330	0.02062	0.02198	0.02082	-0.99954	
162	1.61000	-2.87686	-2.79303	13.74931	-178.76401	1.34921	-86.36520	0.48446	0.06338	0.99772	0.02302	0.99771	-0.06389	0.02213	0.02355	0.02156	-0.99949	
163	1.62000	-2.87010	-2.80751	13.73580	-178.79199	1.28839	-86.39426	0.47713	0.06287	0.99777	0.02245	0.99777	-0.06335	0.02111	0.02248	0.02108	-0.99953	
164	1.63000	-2.83265	-2.81500	13.60162	-178.86540	1.22057	-86.40622	0.43592	0.06267	0.99781	0.02110	0.99781	-0.06309	0.02001	0.02130	0.01980	-0.99958	
165	1.64000	-2.83830	-2.79556	13.61015	-178.83424	1.27954	-86.38587	0.42759	0.06302	0.99778	0.02171	0.99776	-0.06348	0.02100	0.02233	0.02034	-0.99954	
166	1.65000	-2.83896	-2.82177	13.77308	-178.70694	1.32364	-86.37267	0.45601	0.06325	0.99771	0.02398	0.99773	-0.06377	0.02162	0.02310	0.02256	-0.99948	
167	1.66000	-2.88993	-2.79809	13.74465	-178.77460	1.33194	-86.37937	0.51274	0.06313	0.99774	0.02281	0.99773	-0.06363	0.02184	0.02324	0.02138	-0.99950	
168	1.67000	-2.87247	-2.76872	13.60810	-178.82753	1.23692	-86.42659	0.40398	0.06231	0.99782	0.02177	0.99782	-0.06276	0.02026	0.02159	0.02046	-0.99956	
169	1.68000	-2.84643	-2.77832	13.58655	-178.87207	1.16564	-86.42781	0.39421	0.06229	0.99784	0.02091	0.99785	-0.06269	0.01907	0.02034	0.01968	-0.99960	
170	1.69000	-2.86659	-2.80593	13.72091	-178.78694	1.31090	-86.37312	0.46975	0.06324	0.99774	0.02257	0.99774	-0.06373	0.02149	0.02288	0.02116	-0.99951	
171	1.70000	-2.88217	-2.80826	13.73919	-178.78030	1.35719	-86.39258	0.48339	0.06290	0.99776	0.02273	0.99774	-0.06341	0.02229	0.02369	0.02128	-0.99949	
172	1.71000	-2.85703	-2.79307	13.60760	-178.83681	1.20956	-86.43928	0.39511	0.06209	0.99784	0.02157	0.99785	-0.06252	0.01980	0.02111	0.02030	-0.99957	
173	1.72000	-2.81771	-2.79565	13.58135	-178.83948	1.23386	-86.40467	0.42705	0.06269	0.99780	0.02156	0.99780	-0.06313	0.02022	0.02153	0.02025	-0.99956	
174	1.73000	-2.85529	-2.79948	13.69405	-178.81400	1.30674	-86.37248	0.45034	0.06325	0.99775	0.02210	0.99774	-0.06373	0.02144	0.02280	0.02069	-0.99953	
175	1.74000	-2.89535	-2.82810	13.75372	-178.80667	1.35245	-86.36090	0.49332	0.06345	0.99774	0.02228	0.99771	-0.06395	0.02223	0.02360	0.02082	-0.99950	
176	1.75000	-2.85002	-2.81632	13.64556	-178.80452	1.29694	-86.40501	0.47377	0.06269	0.99779	0.02224	0.99778	-0.06316	0.02128	0.02263	0.02086	-0.99953	
177	1.76000	-2.83612	-2.78581	13.55239	-178.88664	1.12495	-86.44436	0.38071	0.06201	0.99786	0.02061	0.99788	-0.06239	0.01839	0.01963	0.01943	-0.99962	
178	1.77000	-2.87685	-2.76043	13.62562	-178.87624	1.22041	-86.40880	0.39712	0.06262	0.99782	0.02091	0.99781	-0.06304	0.02002	0.02130	0.01961	-0.99958	
179	1.78000	-2.88053	-2.79969	13.75679	-178.75612	1.35931	-86.38980	0.49116	0.06295	0.99775	0.02316	0.99773	-0.06347	0.02230	0.02372	0.02170	-0.99948	
180	1.79000	-2.84926	-2.80413	13.66181	-178.77142	1.33801	-86.39161	0.47360	0.06292	0.99776	0.02287	0.99775	-0.06342	0.02195	0.02335	0.02144	-0.99950	
181	1.80000	-2.82904	-2.78577	13.55556	-178.89920	1.13682	-86.43608	0.38232	0.06215	0.99786	0.02041	0.99787	-0.06253	0.01860	0.01984	0.01921	-0.99962	
182	1.81000	-2.85790	-2.75870	13.62282	-178.89064	1.17188	-86.41169	0.36879	0.06257	0.99783	0.02060	0.99783	-0.06297	0.01920	0.02045	0.01936	-0.99960	
183	1.82000	-2.87545	-2.81100	13.73561	-178.78647	1.35594	-86.36145	0.49209	0.06344	0.99773	0.02264	0.99770	-0.06395	0.02227	0.02366	0.02117	-0.99950	
184	1.83000	-2.86264	-2.82975	13.68689	-178.78603	1.30971	-86.38770	0.48428	0.06299	0.99776	0.02258	0.99775	-0.06347	0.02147	0.02286	0.02118	-0.99951	
185	1.84000	-2.84494	-2.77545	13.54302	-178.85403	1.15424	-86.42265	0.37348	0.06238	0.99783	0.02122	0.99785	-0.06279	0.01885	0.02014	0.02000	-0.99960	
186	1.85000	-2.80940	-2.78626	13.59227	-178.86169	1.23753	-86.38796	0.40915	0.06299	0.99779	0.02119	0.99778	-0.06342	0.02030	0.02160	0.01986	-0.99957	
187	1.86000	-2.86310	-2.80769	13.72607	-178.80742	1.34867	-86.38028	0.49412	0.06312	0.99776	0.02226	0.99773	-0.06361	0.02217	0.02354	0.02081	-0.99951	
188	1.87000	-2.89225	-2.80857	13.74197	-178.80058	1.34645	-86.39684	0.49697	0.06283	0.99777	0.02237	0.99775	-0.06332	0.02213	0.02350	0.02093	-0.99950	
189	1.88000	-2.84477	-2.78285	13.59188	-178.84096	1.20283	-86.42697	0.39686	0.06231	0.99783	0.02150	0.99784	-0.06273	0.01969	0.02099	0.02022	-0.99958	
190	1.89000	-2.80695	-2.79105	13.60148	-178.85298	1.19828	-86.38825	0.40497	0.06298	0.99779	0.02130	0.99780	-0.06340	0.01961	0.02091	0.02001	-0.99958	
191	1.90000	-2.86000	-2.80314	13.69452	-178.81630	1.34502	-86.37122	0.47743	0.06327	0.99775	0.02210	0.99772	-0.06376	0.02211	0.02347	0.02065	-0.99951	
192	1.91000	-2.88383	-2.80134	13.71680	-178.78386	1.37047	-86.37797	0.51150	0.06316	0.99775	0.02269	0.99772	-0.06367	0.02252	0.02392	0.02122	-0.99949	
193	1.92000	-2.86006	-2.78900	13.58800	-178.83267	1.19278	-86.41434	0.39269	0.06253	0.99781	0.02163	0.99783	-0.06295	0.01950	0.02082	0.02037	-0.99958	
194	1.93000	-2.81895	-2.79673	13.60025	-178.86497	1.19289	-86.38818	0.41432	0.06298	0.99779	0.02108	0.99780	-0.06340	0.01952	0.02082	0.01980	-0.99959	
195	1.94000	-2.86667	-2.80074	13.71029	-178.86855	1.30956	-86.38147	0.46008	0.06310	0.99778	0.02115	0.99775	-0.06355	0.02156	0.02285	0.01974	-0.99954	
196	1.95000	-2.87304	-2.81464	13.74090	-178.80180	1.36119	-86.38368	0.49094	0.06306	0.99776	0.02237	0.99773	-0.06356	0.02238	0.02375	0.02091	-0.99950	
197	1.96000	-2.84349	-2.82652	13.63655	-178.80817	1.26504	-86.39404	0.47062	0.06288	0.99778	0.02215	0.99778	-0.06334	0.02072	0.02208	0.02079	-0.99954	
198	1.97000	-2.82383	-2.76015	13.56898	-178.84457	1.16261	-86.41599	0.36109	0.06250	0.99782	0.02139	0.99784	-0.06291	0.01899	0.02029	0.02016	-0.99959	
199	1.98000	-2.84965	-2.79221	13.64513	-178.83823	1.32388	-86.36733	0.44453	0.06334	0.99776	0.02170	0.99772	-0.06381	0.02177	0.02310	0.02027	-0.99953	
200	1.99000	-2.86677	-2.83093	13.70689	-178.80907	1.33874	-86.36915	0.49112	0.06331	0.99775	0.02222	0.99772	-0.06380	0.02200	0.02336	0.02078	-0.99951	
201	2.00000	-2.84291	-2.78825	13.64428	-178.83070	1.23543	-86.43719	0.41804	0.06213	0.99783	0.02171	0.99784	-0.06257	0.02025	0.02156	0.02040	-0.99956	
202	2.01000	-2.83208	-2.77218	13.57438	-178.85440	1.17572	-86.40330	0.35489	0.06272	0.99781	0.02124	0.99782	-0.06313	0.01922	0.02052	0.01999	-0.99959	
203	2.02000	-2.83718	-2.79184	13.66285	-178.87631	1.25037	-86.39272	0.44029	0.06290	0.99780	0.02094	0.99778	-0.06333	0.02054	0.02182	0.01961	-0.99957	
204	2.03000	-2.87234	-2.82733	13.71626	-178.79781	1.36513	-86.40266	0.48245	0.06273	0.99778	0.02243	0.99775	-0.06323	0.02246	0.02382	0.02097	-0.99950	
205	2.04000	-2.84931	-2.80483	13.67160	-178.80757	1.28150	-86.40334	0.47045	0.06272	0.99779	0.02217	0.99778	-0.06318	0.02101	0.02236	0.02081	-0.99953	
206	2.05000	-2.83919	-2.76703	13.55956	-178.85593	1.18254	-86.42887	0.37577	0.06227	0.99783	0.02121	0.99785	-0.06269	0.01935	0.02064	0.01996	-0.99959	
207	2.06000	-2.85236	-2.75962	13.59729	-178.85686	1.18966	-86.41689	0.36280	0.06248	0.99782	0.02121	0.99783	-0.06290	0.01947	0.02076	0.01995	-0.99959	
208	2.07000	-2.88142	-2.81900	13.72640	-178.80615	1.34703	-86.37891	0.50065	0.06314	0.99776	0.02228	0.99773	-0.06363	0.02214	0.02351	0.02083	-0.99951	
209	2.08000	-2.83870	-2.83124	13.69282	-178.83588	1.33914	-86.38789	0.48712	0.06298	0.99778	0.02175	0.99774	-0.06346	0.02204	0.02337	0.02031	-0.99952	
210	2.09000	-2.81406	-2.77297	13.58492	-178.86459	1.16291	-86.42084	0.36479	0.06241	0.99783	0.02104	0.99784	-0.06282	0.01901	0.02030	0.01981	-0.99960	
211	2.10000	-2.85022	-2.75473	13.57656	-178.87740	1.19374	-86.41780	0.37630	0.06247	0.99783	0.02086	0.99783	-0.06288	0.01956	0.02083	0.01959	-0.99959	
212	2.11000	-2.88523	-2.80985	13.71613	-178.81552	1.35965	-86.38200	0.48760	0.06309	0.99776	0.02213	0.99773	-0.06358	0.02237	0.02373	0.02067	-0.99950	
213	2.12000	-2.86347	-2.82134	13.70724	-178.80589	1.32638	-86.39414	0.49382	0.06288	0.99777	0.02225	0.99775	-0.06336	0.02179	0.02315	0.02083	-0.99951	
214	2.13000	-2.81958	-2.79288	13.57875	-178.86678	1.14453	-86.43272	0.37097	0.06221	0.99784	0.02098	0.99786	-0.06260	0.01870	0.01997	0.01977	-0.99960	
215	2.14000	-2.85162	-2.76323	13.57248	-178.90627	1.15813	-86.41932	0.35261	0.06244	0.99784	0.02031	0.99784	-0.06283	0.01898	0.02021	0.01908	-0.99961	
216	2.15000	-2.86612	-2.81712	13.68341	-178.85428	1.34673	-86.37588	0.45845	0.06319	0.99777	0.02144	0.99772	-0.06367	0.02219	0.02350	0.01999	-0.99952	
217	2.16000	-2.85786	-2.81064	13.71188	-178.84691	1.30999	-86.37924	0.46410	0.06314	0.99777	0.02153	0.99774	-0.06360	0.02154	0.02286	0.02012	-0.99954	
218	2.17000	-2.81097	-2.81666	13.61823	-178.86635	1.17902	-86.40525	0.42053	0.06269	0.99781	0.02104	0.99782	-0.06309	0.01929	0.02058	0.01978	-0.99959	
219	2.18000	-2.84189	-2.76081	13.55780	-178.89052	1.17156	-86.42017	0.35147	0.06243	0.99784	0.02060	0.99784	-0.06282	0.01919	0.02045	0.01936	-0.99960	
220	2.19000	-2.89654	-2.76044	13.63389	-178.84428	1.28466	-86.40469	0.39166	0.06269	0.99780	0.02154	0.99778	-0.06315	0.02111	0.02242	0.02016	-0.99955	
221	2.20000	-2.87388	-2.81930	13.71311	-178.83044	1.33428	-86.39452	0.48671	0.06287	0.99778	0.02183	0.99775	-0.06335	0.02195	0.02329	0.02041	-0.99952	
222	2.21000	-2.82921	-2.82071	13.62468	-178.86090	1.22018	-86.40027	0.44232	0.06277	0.99780	0.02118	0.99780	-0.06320	0.02000	0.02129	0.01988	-0.99958	
223	2.22000	-2.82830	-2.77740	13.54480	-178.89769	1.13957	-86.42944	0.35661	0.06227	0.99785	0.02044	0.99786	-0.06265	0.01865	0.01989	0.01923	-0.99962	
224	2.23000	-2.86565	-2.81517	13.63520	-178.86150	1.29797	-86.37074	0.44399	0.06328	0.99777	0.02126	0.99774	-0.06374	0.02134	0.02265	0.01986	-0.99955	
225	2.24000	-2.87866	-2.77761	13.70260	-178.82785	1.28887	-86.41628	0.42547	0.06249	0.99781	0.02182	0.99779	-0.06295	0.02117	0.02249	0.02045	-0.99954	
226	2.25000	-2.80651	-2.83921	13.68566	-178.73747	1.22601	-86.39099	0.39966	0.06293	0.99774	0.02334	0.99779	-0.06340	0.01996	0.02140	0.02203	-0.99953	
227	2.26000	-2.80947	-2.80818	13.56794	-178.88646	1.17644	-86.40085	0.42495	0.06276	0.99781	0.02068	0.99782	-0.06316	0.01927	0.02053	0.01943	-0.99960	
228	2.27000	-2.89269	-2.72253	13.64462	-178.81783	1.24181	-86.43555	0.47047	0.06216	0.99783	0.02194	0.99783	-0.06260	0.02034	0.02167	0.02063	-0.99955	
229	2.28000	-2.87282	-2.81420	13.72258	-178.81230	1.34729	-86.37119	0.48624	0.06327	0.99775	0.02217	0.99772	-0.06377	0.02215	0.02351	0.02072	-0.99951	
230	2.29000	-2.82906	-2.82852	13.67232	-178.82779	1.23751	-86.39463	0.44946	0.06287	0.99778	0.02177	0.99779	-0.06331	0.02026	0.02160	0.02045	-0.99956	
231	2.30000	-2.83299	-2.76532	13.57784	-178.89598	1.16020	-86.41634	0.35103	0.06249	0.99783	0.02050	0.99784	-0.06288	0.01900	0.02025	0.01926	-0.99961	
232	2.31000	-2.87857	-2.76002	13.66029	-178.81145	1.31335	-86.39743	0.50038	0.06282	0.99778	0.02214	0.99776	-0.06330	0.02157	0.02292	0.02074	-0.99952	
233	2.32000	-2.87628	-2.82498	13.72870	-178.84720	1.35553	-86.38824	0.50110	0.06298	0.99778	0.02157	0.99773	-0.06346	0.02234	0.02366	0.02011	-0.99952	
234	2.33000	-2.81749	-2.90623	13.79879	-178.80457	1.47441	-86.32623	0.58048	0.06405	0.99769	0.02247	0.99761	-0.06460	0.02434	0.02573	0.02086	-0.99945	
235	2.34000	-2.81345	-2.80183	13.60136	-178.83400	1.18290	-86.40000	0.42129	0.06278	0.99779	0.02161	0.99781	-0.06320	0.01932	0.02064	0.02034	-0.99958	
236	2.35000	-2.85527	-2.79651	13.61763	-178.90239	1.24616	-86.39027	0.44777	0.06294	0.99781	0.02049	0.99778	-0.06336	0.02049	0.02175	0.01915	-0.99958	
237	2.36000	-2.88270	-2.80855	13.71913	-178.86000	1.35686	-86.38487	0.48661	0.06304	0.99778	0.02135	0.99773	-0.06351	0.02237	0.02368	0.01989	-0.99952	
238	2.37000	-2.84949	-2.81356	13.72287	-178.82062	1.29900	-86.39928	0.47395	0.06279	0.99779	0.02197	0.99777	-0.06326	0.02133	0.02267	0.02058	-0.99953	
239	2.38000	-2.80964	-2.80554	13.62271	-178.85045	1.20460	-86.39277	0.42724	0.06290	0.99779	0.02134	0.99780	-0.06332	0.01971	0.02102	0.02006	-0.99958	
240	2.39000	-2.86591	-2.77565	13.59989	-178.88106	1.19933	-86.41702	0.37580	0.06248	0.99783	0.02080	0.99783	-0.06289	0.01967	0.02093	0.01952	-0.99959	
241	2.40000	-2.91324	-2.76317	13.76268	-178.74133	1.38111	-86.39182	0.57647	0.06291	0.99774	0.02344	0.99773	-0.06345	0.02267	0.02410	0.02196	-0.99947	
242	2.41000	-2.86650	-2.81401	13.72362	-178.75783	1.32775	-86.39301	0.49201	0.06290	0.99775	0.02309	0.99775	-0.06340	0.02176	0.02317	0.02167	-0.99950	
243	2.42000	-2.82307	-2.78923	13.60069	-178.85080	1.15957	-86.40031	0.39121	0.06277	0.99780	0.02129	0.99782	-0.06318	0.01893	0.02024	0.02005	-0.99959	
244	2.43000	-2.85221	-2.76755	13.55348	-178.83493	1.20019	-86.39777	0.37766	0.06282	0.99779	0.02161	0.99781	-0.06324	0.01962	0.02095	0.02033	-0.99957	
245	2.44000	-2.92124	-2.75426	13.75333	-178.71985	1.39724	-86.38956	0.54266	0.06295	0.99773	0.02383	0.99772	-0.06350	0.02292	0.02438	0.02233	-0.99945	
246	2.45000	-2.86776	-2.81904	13.75123	-178.80122	1.36698	-86.37212	0.51217	0.06326	0.99775	0.02239	0.99771	-0.06376	0.02248	0.02386	0.02092	-0.99950	
247	2.46000	-2.82463	-2.80822	13.66324	-178.83139	1.21302	-86.39251	0.45621	0.06291	0.99778	0.02169	0.99779	-0.06334	0.01984	0.02117	0.02039	-0.99957	
248	2.47000	-2.85186	-2.78143	13.57113	-178.89940	1.18344	-86.44116	0.35830	0.06206	0.99786	0.02045	0.99786	-0.06246	0.01942	0.02065	0.01920	-0.99960	
249	2.48000	-2.91158	-2.75490	13.72440	-178.77109	1.36340	-86.38412	0.54256	0.06305	0.99775	0.02290	0.99773	-0.06356	0.02239	0.02379	0.02144	-0.99949	
250	2.49000	-2.87807	-2.80505	13.73052	-178.78879	1.34657	-86.37585	0.51183	0.06319	0.99775	0.02258	0.99772	-0.06369	0.02211	0.02350	0.02113	-0.99950	
251	2.50000	-2.83782	-2.80387	13.64264	-178.79027	1.21243	-86.39272	0.46971	0.06290	0.99777	0.02240	0.99780	-0.06335	0.01978	0.02116	0.02111	-0.99955	
252	2.51000	-2.83460	-2.76928	13.55533	-178.87881	1.18615	-86.42979	0.37648	0.06226	0.99784	0.02082	0.99785	-0.06266	0.01944	0.02070	0.01956	-0.99959	
253	2.52000	-2.89768	-2.78128	13.71123	-178.79544	1.31984	-86.38076	0.52230	0.06311	0.99775	0.02243	0.99774	-0.06359	0.02166	0.02303	0.02102	-0.99951	
254	2.53000	-2.87780	-2.81964	13.76979	-178.78450	1.40169	-86.36033	0.49708	0.06346	0.99773	0.02272	0.99768	-0.06399	0.02306	0.02446	0.02121	-0.99948	
255	2.54000	-2.79728	-2.92305	13.83204	-178.69275	1.44983	-86.32448	0.54557	0.06409	0.99765	0.02439	0.99762	-0.06467	0.02378	0.02530	0.02281	-0.99942	
256	2.55000	-2.83344	-2.76934	13.57671	-178.87944	1.15126	-86.42794	0.38422	0.06229	0.99784	0.02077	0.99786	-0.06268	0.01883	0.02009	0.01955	-0.99961	
257	2.56000	-2.90533	-2.75798	13.67523	-178.82443	1.28786	-86.39107	0.50229	0.06293	0.99778	0.02189	0.99776	-0.06339	0.02113	0.02248	0.02051	-0.99954	
258	2.57000	-2.87462	-2.81193	13.74124	-178.82158	1.35388	-86.36719	0.49087	0.06334	0.99775	0.02202	0.99771	-0.06383	0.02227	0.02363	0.02056	-0.99951	
259	2.58000	-2.81213	-2.92252	13.80631	-178.77080	1.50469	-86.30750	0.56682	0.06438	0.99766	0.02310	0.99758	-0.06495	0.02482	0.02626	0.02144	-0.99943	
260	2.59000	-2.82503	-2.78361	13.58997	-178.83229	1.19996	-86.41972	0.39059	0.06243	0.99781	0.02165	0.99783	-0.06286	0.01962	0.02094	0.02037	-0.99957	
261	2.60000	-2.88654	-2.76860	13.65386	-178.82452	1.30243	-86.39137	0.49564	0.06292	0.99778	0.02190	0.99776	-0.06339	0.02139	0.02273	0.02051	-0.99953	
262	2.61000	-2.90965	-2.76055	13.78578	-178.72046	1.41323	-86.36998	0.56744	0.06329	0.99771	0.02385	0.99769	-0.06385	0.02319	0.02466	0.02232	-0.99945	
263	2.62000	-2.82249	-2.90788	13.88330	-178.65865	1.52345	-86.31367	0.56638	0.06427	0.99762	0.02507	0.99758	-0.06490	0.02502	0.02659	0.02340	-0.99937	
264	2.63000	-2.81941	-2.83945	13.64570	-178.75951	1.18956	-86.40735	0.40569	0.06265	0.99777	0.02291	0.99782	-0.06310	0.01936	0.02076	0.02164	-0.99955	
265	2.64000	-2.87493	-2.77143	13.64122	-178.81212	1.24484	-86.41074	0.47852	0.06259	0.99780	0.02205	0.99780	-0.06304	0.02038	0.02172	0.02073	-0.99955	
266	2.65000	-2.93250	-2.76297	13.76938	-178.76608	1.35803	-86.36569	0.56407	0.06337	0.99773	0.02299	0.99771	-0.06388	0.02228	0.02370	0.02153	-0.99949	
267	2.66000	-2.84311	-2.83904	13.74967	-178.76353	1.33974	-86.37302	0.51204	0.06324	0.99773	0.02301	0.99772	-0.06375	0.02196	0.02338	0.02157	-0.99949	
268	2.67000	-2.81797	-2.80548	13.63615	-178.83958	1.17619	-86.42612	0.43345	0.06232	0.99782	0.02149	0.99784	-0.06274	0.01922	0.02053	0.02025	-0.99958	
269	2.68000	-2.84245	-2.78122	13.56631	-178.89409	1.18042	-86.40504	0.36059	0.06269	0.99782	0.02055	0.99782	-0.06309	0.01935	0.02060	0.01930	-0.99960	
270	2.69000	-2.90680	-2.75644	13.78181	-178.73341	1.38884	-86.37511	0.55814	0.06321	0.99772	0.02359	0.99771	-0.06374	0.02279	0.02424	0.02210	-0.99946	
271	2.70000	-2.87594	-2.83174	13.75962	-178.81267	1.36501	-86.37981	0.51507	0.06312	0.99776	0.02218	0.99772	-0.06362	0.02246	0.02382	0.02072	-0.99950	
272	2.71000	-2.80225	-2.88143	13.72304	-178.81128	1.37524	-86.33888	0.54452	0.06384	0.99771	0.02224	0.99767	-0.06434	0.02262	0.02400	0.02074	-0.99950	
273	2.72000	-2.85652	-2.77222	13.55926	-178.88539	1.17371	-86.42929	0.36606	0.06227	0.99785	0.02069	0.99785	-0.06267	0.01923	0.02048	0.01945	-0.99960	
274	2.73000	-2.95440	-2.75869	13.75250	-178.75880	1.36257	-86.40321	0.55248	0.06272	0.99776	0.02311	0.99775	-0.06323	0.02237	0.02378	0.02166	-0.99948	
275	2.74000	-2.86810	-2.82124	13.76685	-178.79871	1.37567	-86.37722	0.49448	0.06317	0.99775	0.02244	0.99771	-0.06368	0.02263	0.02401	0.02096	-0.99949	
276	2.75000	-2.79976	-2.90425	13.77615	-178.80157	1.42621	-86.33238	0.56768	0.06395	0.99770	0.02246	0.99764	-0.06447	0.02350	0.02489	0.02091	-0.99947	
277	2.76000	-2.79999	-2.79648	13.55944	-178.88570	1.19134	-86.38074	0.40216	0.06311	0.99779	0.02072	0.99779	-0.06352	0.01952	0.02079	0.01944	-0.99959	
