Timestamp,x,y,z,vx,vy,vz,Yaw,ref x,ref y,ref z,ref vx,ref vy,ref vz,Thrust controller,Roll controller,Pitch controller,Roll drone,Pitch drone,Yaw drone,Thrust drone,
2815827,-0.12088241428136826,-1.1098922491073608,0.05634403973817825,0.7095118761062622,0.14590179920196533,0.06048347055912018,0,-0.708,-1.067,0.530303,0,0,0,2.2390534440894374,0.011681950600665408,-0.038672204498245724,0.6693264658984449,-2.2157541022163176,0,43365,
2815927,-0.05449766665697098,-1.1029189825057983,0.06382789462804794,0.6927598714828491,0.11455408483743668,0.10539942234754562,0,-0.645,-1.085,0.5,0,0,0,2.217002502412052,0.007084483561758236,-0.035103773787634164,0.405911008118556,-2.0112980830134055,0,42938,
2816132,0.05949446186423302,-1.1129974126815796,0.07553761452436447,0.5868027806282043,0.032147765159606934,0.10028509050607681,0,-0.57,-1.094,0.469697,0,0,0,2.207750811488165,-0.008633148613186838,-0.023726929065869422,-0.49464297944482555,-1.3594528962805987,0,42759,
2816227,0.11499584466218948,-1.1137778759002686,0.08859819918870926,0.5730399489402771,-0.0037443519104272127,0.09246206283569336,0,-0.483,-1.095,0.439394,0,0,0,2.199918203573986,-0.015216175406534692,-0.0207001843809734,-0.8718226311251975,-1.1860332001724023,0,42607,
2816427,0.20561274886131287,-1.132795810699463,0.09732629358768463,0.4843209981918335,-0.05461578816175461,0.010239996016025543,0,-0.386,-1.09,0.409091,0,0,0,2.214646173856762,-0.026682306197630224,-0.010821220890110707,-1.5287835327999713,-0.6200102861821435,0,42893,
2816627,0.30363065004348755,-1.1474472284317017,0.09753511846065521,0.47198206186294556,-0.056866537779569626,-0.04939224198460579,0,-0.28,-1.08,0.378788,0,0,0,2.226271870736583,-0.029170766693138304,-0.016138301469558927,-1.6713618166776176,-0.9246565627155007,0,43118,
2816727,0.3517633080482483,-1.152660608291626,0.09244972467422485,0.46677640080451965,-0.03499795123934746,-0.060887351632118225,0,-0.169,-1.065,0.348485,0,0,0,2.2263896205339835,-0.026333693575991367,-0.01677032889538116,-1.508809500895074,-0.9608690667516323,0,43120,
2816927,0.4393130838871002,-1.1516165733337402,0.07804425805807114,0.4224781095981598,0.052556514739990234,-0.033966731280088425,0,-0.054,-1.049,0.318182,0,0,0,2.218843450210062,-0.011481985412555675,-0.017487366544145927,-0.6578693045702175,-1.0019522977778375,0,42974,
2817127,0.551580548286438,-1.1352081298828125,0.09531255811452866,0.6492173671722412,0.13543622195720673,0.1506417691707611,0,0.059,-1.034,0.287879,0,0,0,2.163274005440408,0.005081153155906612,-0.07079162190998273,0.29112863089302765,-4.056061160327858,0,41898,
2817227,0.6122579574584961,-1.1184992790222168,0.11173748224973679,0.5826832056045532,0.17861907184123993,0.17415112257003784,0,0.169,-1.02,0.257576,0,0,0,2.149846395954194,0.015232579755624894,-0.06587813266657647,0.8727625310937254,-3.774538963997751,0,41638,
2817427,0.7173859477043152,-1.0809526443481445,0.14505535364151,
